timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho,eas2tas,calibration_count
653113498,653090850,6780433,18.707623,39.01,101100.516,1.1280878,1.0420693,0
653156794,653155821,6780433,18.905796,39.0,101098.125,1.1280973,1.0420649,0
653243377,653220768,6780433,18.789534,39.01,101099.51,1.1280766,1.0420744,0
653286682,653285701,6780433,19.096043,39.01,101095.86,1.1280359,1.0420933,0
653373315,653350670,6780433,18.99035,39.01,101097.12,1.1280499,1.0420868,0
653416663,653415600,6780433,18.800104,39.01,101099.39,1.1280752,1.042075,0
653503194,653480550,6780433,18.926935,39.015,101097.875,1.1280404,1.0420911,0
653546497,653545500,6780433,18.86352,39.02,101098.625,1.1280307,1.0420957,0
653633074,653610450,6780433,18.874088,39.02,101098.5,1.1280292,1.0420964,0
653676376,653675400,6780433,18.84238,39.02,101098.875,1.1280334,1.0420943,0
653763009,653740389,6780433,18.905796,39.02,101098.125,1.128025,1.0420983,0
653806358,653805387,6780433,18.905796,39.02,101098.125,1.128025,1.0420983,0
